<<<<<<< HEAD
word,score,type
tırnak_çıktı,-5.0,negative
hijyen_harika,5.0,positive
tirnak_cikti,-5.0,negative
mutfak_tertemiz,5.0,positive
saç_çıktı,-5.0,negative
bone_kullanılmış,5.0,positive
sac_cikti,-5.0,negative
bone_kullanilmis,5.0,positive
porsiyon_doyurmadı,-4.0,negative
porsiyon_taştı,4.0,positive
porsiyon_doyurmadi,-4.0,negative
porsiyon_dolu_dolu,4.0,positive
gramaj_eksik,-4.5,negative
gramaj_fazla_fazla,4.5,positive
gramaj_dusuk,-4.5,negative
gramaj_yuksek,4.5,positive
ısıtıp_getirmişler,-4.6,negative
taze_pişmiş,4.6,positive
isitip_getirmisler,-4.6,negative
taze_pismis,4.6,positive
mikrodalga_ısıtması,-4.5,negative
fırından_yeni_çıkmış,4.5,positive
mikrodalga_isitmasi,-4.5,negative
firindan_yeni_cikmis,4.5,positive
dondurulmuş_ürün,-4.2,negative
taze_ürün,4.2,positive
dondurulmus_urun,-4.2,negative
gunluk_urun,4.2,positive
hazır_köfte,-4.0,negative
kasap_köfte,4.0,positive
hazir_kofte,-4.0,negative
el_yapimi_kofte,4.0,positive
tavuk_kokuyor,-4.8,negative
tavuk_lezzetli,4.8,positive
balık_çiftlik,-3.5,negative
balık_deniz,3.5,positive
balik_ciftlik,-3.5,negative
balik_deniz,3.5,positive
mezgit_dağılmış,-4.0,negative
mezgit_diri,4.0,positive
mezgit_dagilmis,-4.0,negative
baligi_dagilmamis,4.0,positive
karides_lastik,-4.5,negative
karides_lokum,4.5,positive
kalamar_sert,-4.2,negative
kalamar_yumuşak,4.2,positive
kalamar_kayis,-4.2,negative
kalamar_yumusak,4.2,positive
midye_çamurlu,-4.8,negative
midye_temiz,4.8,positive
midye_camurlu,-4.8,negative
midye_piril_piril,4.8,positive
midye_taşlı,-4.6,negative
midye_kumsuz,4.6,positive
midye_tasli,-4.6,negative
ic_pilavi_lezzetli,4.6,positive
limon_kuru,-3.8,negative
limon_sulu,3.8,positive
yeşillikler_çamurlu,-4.8,negative
yeşillikler_yıkanmış,4.8,positive
yesillikler_camurlu,-4.8,negative
yesillikler_tertemiz,4.8,positive
roka_sararmış,-4.0,negative
roka_yemyeşil,4.0,positive
roka_sararmis,-4.0,negative
roka_yemyesil,4.0,positive
ekmek_yanık,-4.2,negative
ekmek_kızarmış,4.2,positive
ekmek_yanik,-4.2,negative
ekmek_kizarmis,4.2,positive
pide_kayış,-4.5,negative
pide_yumuşacık,4.5,positive
pide_kayis,-4.5,negative
pide_yumusacik,4.5,positive
lahmacun_hamur,-4.6,negative
lahmacun_çıtır,4.6,positive
lahmacun_hamur_gibi,-4.6,negative
lahmacun_citir_citir,4.6,positive
kıyma_sinirli,-4.5,negative
kıyma_kaliteli,4.5,positive
kiyma_sinirli,-4.5,negative
kiyma_harika,4.5,positive
soğan_acı,-3.5,negative
soğan_tatlı,3.5,positive
sogan_aci,-3.5,negative
sogan_tatli,3.5,positive
döner_kurumuş,-4.4,negative
döner_sulu_sulu,4.4,positive
doner_kurumus,-4.4,negative
doner_sulu_sulu,4.4,positive
iskender_soğuk,-4.5,negative
iskender_cızır_cızır,4.5,positive
iskender_soguk,-4.5,negative
iskender_cizir_cizir,4.5,positive
tereyağı_sahte,-4.8,negative
tereyağı_hakiki,4.8,positive
tereyagi_sahte,-4.8,negative
tereyagi_hakiki,4.8,positive
yoğurt_ekşimiş,-4.5,negative
yoğurt_taze,4.5,positive
yogurt_eksimis,-4.5,negative
yogurt_taze,4.5,positive
tatlı_bayat,-4.6,negative
tatlı_günlük,4.6,positive
tatli_bayat,-4.6,negative
tatli_gunluk,4.6,positive
künefe_peyniri_sünmüyor,-4.2,negative
künefe_peyniri_sünüyor,4.2,positive
kunefe_peyniri_sunmuyor,-4.2,negative
kunefe_peyniri_sunuyor,4.2,positive
şerbet_koyu,-3.8,negative
şerbet_akışkan,3.8,positive
serbet_koyu,-3.8,negative
serbet_akiskan,3.8,positive
dondurma_buzlanmış,-4.0,negative
dondurma_kıvamlı,4.0,positive
dondurma_buzlanmis,-4.0,negative
dondurma_kivamli,4.0,positive
kahve_yanık,-4.2,negative
kahve_aromali,4.2,positive
kahve_yanik,-4.2,negative
filtre_kahve_taze,4.2,positive
çay_demlenmemiş,-4.0,negative
çay_tam_deminde,4.0,positive
cay_demlenmemis,-4.0,negative
cay_tam_deminde,4.0,positive
kahvaltı_zayıf,-4.2,negative
kahvaltı_zengin,4.2,positive
kahvalti_zayif,-4.2,negative
kahvalti_zengin,4.2,positive
peynir_küflü,-4.8,negative
peynir_çeşitli,4.8,positive
peynir_kuflu,-4.8,negative
peynir_cesitli,4.8,positive
zeytin_ezik,-3.8,negative
zeytin_diri,3.8,positive
zeytin_porsumus,-3.8,negative
zeytin_kaliteli,3.8,positive
reçel_şekerlenmiş,-4.0,negative
reçel_ev_yapımı,4.0,positive
recel_sekerlenmis,-4.0,negative
recel_ev_yapimi,4.0,positive
yumurta_cıvık,-4.2,negative
yumurta_tam_pişmiş,4.2,positive
yumurta_civik,-4.2,negative
yumurta_tam_pismis,4.2,positive
sucuk_kalitesiz,-4.5,negative
sucuk_kasap,4.5,positive
sosis_ucuz,-4.0,negative
sosis_kaliteli,4.0,positive
pastırma_sinirli,-4.5,negative
pastirma_lokum_gibi,4.5,positive
menemen_sulu,-3.8,negative
menemen_kıvamlı,3.8,positive
menemen_suyu_akmis,-3.8,negative
menemen_kivamli,3.8,positive
tost_soğumuş,-4.0,negative
tost_erimiş,4.0,positive
tost_sogumus,-4.0,negative
kasari_erimis,4.0,positive
kumpir_soğuk,-4.2,negative
kumpir_dumanı_tütüyor,4.2,positive
kumpir_soguk,-4.2,negative
kumpir_dumani_tutuyor,4.2,positive
waffle_hamuru_çiğ,-4.5,negative
waffle_hamuru_kıtır,4.5,positive
waffle_hamuru_cig,-4.5,negative
waffle_hamuru_kitir,4.5,positive
krep_kalın,-3.8,negative
krep_incecik,3.8,positive
krep_kalin,-3.8,negative
krep_incecik,3.8,positive
makarna_lapa,-4.2,negative
makarna_al_dente,4.2,positive
sosu_az,-3.8,negative
sosu_bol,3.8,positive
peyniri_az,-3.8,negative
peyniri_bol,3.8,positive
hamur_kalın,-4.0,negative
hamur_incecik,4.0,positive
hamur_kalin,-4.0,negative
hamuru_incecik,4.0,positive
kenarları_yanık,-4.0,negative
kenarları_kızarmış,4.0,positive
kenarlari_yanik,-4.0,negative
kenarlari_kizarmis,4.0,positive
mantı_çiğ,-4.5,negative
mantı_pişmiş,4.5,positive
manti_cig,-4.5,negative
manti_pismis,4.5,positive
sarımsak_çok,-3.5,negative
sarımsak_kararında,3.5,positive
sarimsak_cok,-3.5,negative
sarimsak_kararinda,3.5,positive
baharat_boğaz_yakıyor,-4.0,negative
baharat_dengeli,4.0,positive
baharat_bogaz_yakiyor,-4.0,negative
baharat_dengeli,4.0,positive
acısı_rahatsız_edici,-4.2,negative
acısı_tatlı,4.2,positive
acisi_rahatsiz_edici,-4.2,negative
acisi_tatli,4.2,positive
yağ_donmuş,-4.5,negative
yağ_akışkan,4.5,positive
yag_donmus,-4.5,negative
yag_akiskan,4.5,positive
damak_yarıyor,-4.5,negative
damak_çatlatıyor,4.5,positive
yutulmuyor,-4.6,negative
akıp_gidiyor,4.6,positive
yutulmuyor,-4.6,negative
akip_gidiyor,4.6,positive
boğazımda_kaldı,-4.4,negative
iştah_açıcı,4.4,positive
bogazimda_kaldi,-4.4,negative
istah_acici,4.4,positive
mide_yanması_yaptı,-4.8,negative
mideyi_rahatsız_etmiyor,4.8,positive
mide_yanmasi_yapti,-4.8,negative
mideyi_rahatsiz_etmiyor,4.8,positive
sindirimi_zor,-4.0,negative
sindirimi_kolay,4.0,positive
ağırlık_çöktü,-3.8,negative
enerji_verdi,3.8,positive
agirlik_coktu,-3.8,negative
enerji_verdi,3.8,positive
kokusu_ağır,-4.2,negative
kokusu_iştah_açıcı,4.2,positive
kokusu_agir,-4.2,negative
kokusu_istah_acici,4.2,positive
manzara_kapanmış,-3.5,negative
manzara_açık,3.5,positive
manzara_kapanmis,-3.5,negative
manzara_acik,3.5,positive
şemsiye_kırık,-3.8,negative
şemsiye_sağlam,3.8,positive
semsiye_kirik,-3.8,negative
semsiye_saglam,3.8,positive
ısıtıcı_çalışmıyor,-4.2,negative
ısıtıcı_sımsıcak,4.2,positive
isitici_calismiyor,-4.2,negative
isitici_simsicak,4.2,positive
battaniye_kirli,-4.6,negative
battaniye_temiz,4.6,positive
sokak_hayvanları_rahatsız_ediyor,-3.5,negative
sokak_hayvanları_dostu,3.5,positive
kopekler_rahatsiz_ediyor,-3.5,negative
kedi_kopek_dostu,3.5,positive
otopark_yok,-3.8,negative
otopark_geniş,3.8,positive
otopark_sikintisi,-3.8,negative
otopark_genis,3.8,positive
vale_ücreti_fahiş,-4.0,negative
vale_ücretsiz,4.0,positive
vale_ucreti_fahis,-4.0,negative
vale_ucretsiz,4.0,positive
tuvalet_kağıdı_yok,-4.5,negative
tuvalet_kağıdı_tam,4.5,positive
tuvalet_kagidi_yok,-4.5,negative
tuvalet_kagidi_tam,4.5,positive
sabun_yok,-4.6,negative
sıvı_sabun_dolu,4.6,positive
sivi_sabun_yok,-4.6,negative
sivi_sabun_dolu,4.6,positive
çöp_taşıyor,-4.8,negative
çöpler_boş,4.8,positive
cop_tasiyor,-4.8,negative
copler_bos,4.8,positive
yerler_ıslak,-4.0,negative
yerler_kuru,4.0,positive
yerler_islak,-4.0,negative
yerler_kuru,4.0,positive
masa_sallanıyor,-3.8,negative
masa_sabit,3.8,positive
masa_sallaniyor,-3.8,negative
masa_sabit,3.8,positive
sandalye_kırık,-4.2,negative
sandalye_rahat,4.2,positive
sandalye_kirik,-4.2,negative
sandalye_rahat,4.2,positive
koltuklar_yırtık,-4.0,negative
koltuklar_yeni,4.0,positive
koltuklar_yirtik,-4.0,negative
koltuklar_yeni,4.0,positive
aydınlatma_göz_alıyor,-3.5,negative
aydınlatma_loş_ve_güzel,3.5,positive
aydinlatma_goz_aliyor,-3.5,negative
aydinlatma_los_ve_guzel,3.5,positive
müzik_kulak_tırmalıyor,-4.2,negative
müzik_dinlendirici,4.2,positive
muzik_kulak_tirmaliyor,-4.2,negative
muzik_dinlendirici,4.2,positive
akustik_kötü,-3.8,negative
akustik_iyi,3.8,positive
gurultu_patirti,-4.0,negative
sakin_dingin,4.0,positive
gürültü_patırtı,-4.0,negative
sakin_dingin_ortam,4.0,positive
mama_sandalyesi_kirli,-4.6,negative
mama_sandalyesi_temiz,4.6,positive
garson_ter_kokuyor,-4.8,negative
garson_prezantabl,4.8,positive
onluk_kirli,-4.5,negative
onluk_temiz,4.5,positive
önlük_kirli,-4.5,negative
önlük_temiz,4.5,positive
şef_ilgisiz,-4.0,negative
şef_masaları_geziyor,4.0,positive
sef_ilgisiz,-4.0,negative
sef_masalari_geziyor,4.0,positive
patron_kaba,-4.5,negative
patron_misafirperver,4.5,positive
mekan_sahibi_ukala,-4.5,negative
mekan_sahibi_ilgili,4.5,positive
esnaflık_sıfır,-4.8,negative
ahilik_geleneği,4.8,positive
esnaflik_sifir,-4.8,negative
gercek_esnaf,4.8,positive
komi_yetersiz,-3.8,negative
komi_hızlı,3.8,positive
komi_yetersiz,-3.8,negative
komi_hizli,3.8,positive
bulaşıklar_birikmiş,-4.5,negative
masalar_hızlı_toplanıyor,4.5,positive
bulasiklar_birikmis,-4.5,negative
masalar_hizli_toplaniyor,4.5,positive
kül_tablası_dolu,-4.2,negative
kül_tablası_temiz,4.2,positive
kul_tablasi_dolu,-4.2,negative
kul_tablasi_temiz,4.2,positive
peçetelik_boş,-3.5,negative
peçetelik_dolu,3.5,positive
pecetelik_bos,-3.5,negative
pecetelik_dolu,3.5,positive
kürdan_yok,-3.0,negative
kürdan_var,3.0,positive
hesap_istiyoruz_gelmiyor,-4.2,negative
hesap_anında_geldi,4.2,positive
hesap_istiyoruz_gelmiyor,-4.2,negative
hesap_aninda_geldi,4.2,positive
kredi_kartı_geçmiyor,-4.0,negative
tüm_kartlar_geçerli,4.0,positive
sodexo_yok,-3.5,negative
yemek_kartları_geçerli,3.5,positive
yemek_karti_gecmiyor,-3.5,negative
yemek_kartlari_gecerli,3.5,positive
fiş_verilmedi,-4.0,negative
fiş_kesildi,4.0,positive
fis_verilmedi,-4.0,negative
fis_kesildi,4.0,positive
kdv_dahil_değil_miş,-4.2,negative
fiyatlar_şeffaf,4.2,positive
kdv_haric_oyunu,-4.2,negative
fiyatlar_seffaf,4.2,positive
sürpriz_hesap,-4.5,negative
menüdeki_fiyat,4.5,positive
surpriz_hesap,-4.5,negative
menudeki_fiyat,4.5,positive
indirim_uygulanmadı,-4.2,negative
indirim_yapıldı,4.2,positive
kampanya_yalan,-4.5,negative
kampanya_geçerli,4.5,positive
porsiyon_ufalmış,-4.2,negative
porsiyon_büyümüş,4.2,positive
porsiyon_ufalmis,-4.2,negative
porsiyon_buyumus,4.2,positive
eski_tadı_yok,-4.5,negative
yılların_lezzeti_aynı,4.5,positive
eski_tadi_yok,-4.5,negative
yillarin_lezzeti_ayni,4.5,positive
kaliteyi_bozmuşlar,-4.6,negative
kalite_tesadüf_değildir,4.6,positive
kaliteyi_bozmuslar,-4.6,negative
kalite_tesaduf_degil,4.6,positive
el_değiştirmiş_kötü_olmuş,-4.5,negative
el_değiştirmiş_harika_olmuş,4.5,positive
el_degistirmis_kotu_olmus,-4.5,negative
el_degistirmis_harika_olmus,4.5,positive
franchise_faciası,-4.4,negative
kurumsal_hizmet,4.4,positive
tabelaya_aldanmayın,-4.5,negative
isminin_hakkını_veriyor,4.5,positive
sosyal_medya_balonu,-4.6,negative
sosyal_medyadan_daha_iyi,4.6,positive
abartılmış_mekan,-4.5,negative
gizli_kalmış_hazine,4.5,positive
paranızla_rezil_olursunuz,-4.8,negative
paranızın_tam_karşılığı,4.8,positive
çok,1.5,multiplier_up
cok,1.5,multiplier_up
aşırı,1.5,multiplier_up
asiri,1.5,multiplier_up
inanılmaz,1.5,multiplier_up
inanilmaz,1.5,multiplier_up
bayağı,1.5,multiplier_up
bayagi,1.5,multiplier_up
fazlasıyla,1.5,multiplier_up
fazlasiyla,1.5,multiplier_up
epey,1.5,multiplier_up
son_derece,1.5,multiplier_up
mükemmel_derecede,1.5,multiplier_up
mukemmel_derecede,1.5,multiplier_up
biraz,0.5,multiplier_down
hafif,0.5,multiplier_down
az,0.5,multiplier_down
kısmen,0.5,multiplier_down
kismen,0.5,multiplier_down
neredeyse,0.5,multiplier_down
azıcık,0.5,multiplier_down
azicik,0.5,multiplier_down
ufaktan,0.5,multiplier_down
değil,-1.0,inverter
degil,-1.0,inverter
yok,-1.0,inverter
-me,-1.0,inverter
-ma,-1.0,inverter
-sız,-1.0,inverter
-siz,-1.0,inverter
-suz,-1.0,inverter
-süz,-1.0,inverter
hiç,-1.0,inverter
hic,-1.0,inverter
asla,-1.0,inverter
katıyen,-1.0,inverter
katiyen,-1.0,inverter
kesinlikle_değil,-1.0,inverter
>>>>>>> d35ddda (chore: node_modules temizlendi ve gitignore güncellendi)
kesinlikle_degil,-1.0,inverter
